Merkki,Vuosi,Ajettu,Hinta,Date
Toyota Corolla (1.8)|2020|Not specified|30 324 €(incl. VAT)|07-2021,2020,Not specified,30 324 €(incl. VAT),07-2021
Toyota Corolla (1.8)|2020|12 600|24 900 €|07-2021,2020,12 600,24 900 €,07-2021
"Toyota Corolla (1.2) Toyota COROLLA Touring Sports 1,2 T Active|2020|16 000|23 900 €(incl. VAT)|07-2021",2020,16 000,23 900 €(incl. VAT),07-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suomeen** - *tehdastakuu* *ve|2020|14 000|23 900 €|05-2021",2020,14 000,23 900 €,05-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport ** JBL Premium audio - Tuulilasin heijastusnäyttö (HUD) - Älykäs pysäköintiavustin -P|2020|16 000|33 800 €|07-2021",2020,16 000,33 800 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid TREK ** Sähköluukku / Lämmitettävä ohjauspyörä / Digimittaristo / Adaptiivinen vakkari / Alv|2020|18 000|27 800 €(incl. VAT)|06-2021",2020,18 000,27 800 €(incl. VAT),06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Club / Navigointi / Adapt.Vakkari / Kaistavahti / Ratin lämmitin /|2020|16 000|25 880 €(incl. VAT)|07-2021",2020,16 000,25 880 €(incl. VAT),07-2021
Toyota Corolla (1.2)|2020|1 000|25 850 €|11-2021,2020,1 000,25 850 €,11-2021
Toyota Corolla (2)|2020|15 000|31 900 €|06-2021,2020,15 000,31 900 €,06-2021
"Toyota Corolla (2) Toyota COROLLA Hatchback 2,0 Hybrid Active + Plus-paketti|2020|7 000|28 990 €|09-2021",2020,7 000,28 990 €,09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Premium **LASIKATTO**HYBRID TECHNOLOGY PAKETTI** *** Korkotarjous 1.9% + kulut|2020|13 000|38 880 €(incl. VAT)|05-2021",2020,13 000,38 880 €(incl. VAT),05-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Style Business|2020|7 000|31 980 €|06-2021",2020,7 000,31 980 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active - Vähän ajettu / Merkkiliikkeen huoltokirja / Valmiina ajoon!|2020|38 000|27 780 €(incl. VAT)|06-2021",2020,38 000,27 780 €(incl. VAT),06-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport - Panorama katto, JBL Sound System, HUD Näyttö, Adapt.Cruise, Urheilu-istuimet, Huipp|2020|15 000|34 700 €|07-2021",2020,15 000,34 700 €,07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Style (MY20)|2020|32 200|29 800 €|05-2021",2020,32 200,29 800 €,05-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active - 1-omisteinen, hybridi, tilava|2020|15 000|27 490 €(incl. VAT)|07-2021",2020,15 000,27 490 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Style - Navigointi, adaptiivinen vakionopeudensäädin, Peruutuskamera|2020|6 500|29 480 €|07-2021",2020,6 500,29 480 €,07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Style (MY20)|2020|32 000|31 000 €|07-2021",2020,32 000,31 000 €,07-2021
Toyota Corolla (1.2)|2020|19 904|25 400 €|06-2021,2020,19 904,25 400 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / Plus-paketti / Navi / Juuri Huollettu / *** Korkotarjous 1% + kulut, ensimmäinen erä|2020|19 000|26 890 €(incl. VAT)|06-2021",2020,19 000,26 890 €(incl. VAT),06-2021
"Toyota Corolla (2) Hatchback 2,0 Hybrid Premium PANORAMA Nordic Light *LYÖMÄTTÖMÄT X-EDUT! Korko alk. 0,99%!!* SILMITÖN KULTAMUNA*|2020|19 000|32 890 €|07-2021",2020,19 000,32 890 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suo|2020|7 401|28 990 €|06-2021",2020,7 401,28 990 €,06-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition|2020|5 000|30 900 €(incl. VAT)|06-2021",2020,5 000,30 900 €(incl. VAT),06-2021
Toyota Corolla (1.8) Touring Sports 1.8 Hybrid TREK - Webasto kauko-ohjauksella / Adventure-paketti|2020|7 000|32 450 €|07-2021,2020,7 000,32 450 €,07-2021
"Toyota Corolla (2) 2.0 Hybrid GR-Sport Plus - Adaptiivinen vakionopeussäädin, Ratinlämmitin, Peruutuskamera, navigointi|2020|14 000|31 490 €(incl. VAT)|07-2021",2020,14 000,31 490 €(incl. VAT),07-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition Multidrive S|2020|17 000|25 890 €(incl. VAT)|07-2021",2020,17 000,25 890 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Style**NAVI / TUTKAT / RUOSTESUOJATTU**|2020|2 000|29 990 €|07-2021",2020,2 000,29 990 €,07-2021
Toyota Corolla (1.8)|2020|5 000|26 990 €|06-2021,2020,5 000,26 990 €,06-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active ** 1-Omisteinen / Suomi-auto / Tehdastakuu **|2020|6 000|25 990 €|07-2021",2020,6 000,25 990 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|2 000|26 990 €|06-2021",2020,2 000,26 990 €,06-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
Toyota Corolla (1.8)|2020|12 900|24 200 €(incl. VAT)|08-2021,2020,12 900,24 200 €(incl. VAT),08-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Style**Rahoitus 0,86% + kulut Huoltorahalla**|2020|12 000|29 900 €|06-2021",2020,12 000,29 900 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition - Tähän autoon rahoituskorko vain 1,99%|2020|Not specified|30 056 €(incl. VAT)|06-2021",2020,Not specified,30 056 €(incl. VAT),06-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition / NAVI / LED / Kamera|2020|15 000|21 990 €|06-2021",2020,15 000,21 990 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business|2020|19 000|28 480 €|07-2021",2020,19 000,28 480 €,07-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition Multidrive S|2020|16 000|24 890 €(incl. VAT)|08-2021",2020,16 000,24 890 €(incl. VAT),08-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition Multidrive S - Tehdastakuu voimassa 8/2023 tai 100tkm / Juuri huollettu / Adaptiivine|2020|17 000|25 480 €(incl. VAT)|07-2021",2020,17 000,25 480 €(incl. VAT),07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport Business **Suomi-Auto**|2020|5 000|35 900 €|08-2021",2020,5 000,35 900 €,08-2021
"Toyota Corolla (1.8) Toyota COROLLA Touring Sports 1,8 Hybrid TREK|2020|17 000|31 500 €|07-2021",2020,17 000,31 500 €,07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Style Vetokoukku,sähköinen Webasto,2xrenkaat,1-om.|2020|27 000|32 900 €|06-2021",2020,27 000,32 900 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business|2020|21 000|28 480 €|06-2021",2020,21 000,28 480 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active (MY20)|2020|4 000|27 490 €|07-2021",2020,4 000,27 490 €,07-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition automaatti|2020|10 000|26 900 €(incl. VAT)|08-2021",2020,10 000,26 900 €(incl. VAT),08-2021
Toyota Corolla (2)|2020|13 000|31 500 €|06-2021,2020,13 000,31 500 €,06-2021
"Toyota Corolla (1.8) Toyota COROLLA Sedan 1,8 Hybrid Style*Todella siisti*|2020|23 000|29 750 €|06-2021",2020,23 000,29 750 €,06-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition *NOPEAAN TOIMITUKSEEN*NAVI*PER.KAMERA*|2020|13 000|25 850 €(incl. VAT)|07-2021",2020,13 000,25 850 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Toyota COROLLA Sedan 1,8 Hybrid Active|2020|8 000|26 950 €|06-2021",2020,8 000,26 950 €,06-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active **SÄHKÖLUUKKU - MUKAUTUVA VAKKARI - NAVI**|2020|16 000|26 900 €|06-2021",2020,16 000,26 900 €,06-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition - Vaihtoehto uudelle!|2020|16 000|25 980 €|07-2021",2020,16 000,25 980 €,07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active *PLUS-PAKETTI, TUMMENNUKSET*|2020|27 000|29 900 €|07-2021",2020,27 000,29 900 €,07-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Style - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suomeen** - *Upea Sty|2020|10 000|29 890 €|07-2021",2020,10 000,29 890 €,07-2021
"Toyota Corolla (2) Toyota COROLLA Touring Sports 2,0 Hybrid Active **Äänieristys**Audiopaketti**|2020|14 000|31 900 €(incl. VAT)|07-2021",2020,14 000,31 900 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Style|2020|17 000|29 900 €(incl. VAT)|09-2021",2020,17 000,29 900 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Edition|2020|4 000|27 690 €|08-2021",2020,4 000,27 690 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition|2020|10 000|27 400 €|06-2021",2020,10 000,27 400 €,06-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Style - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suomeen** - *Upea|2020|10 318|29 890 €|06-2021",2020,10 318,29 890 €,06-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Tehdas-Takuu|2020|33 800|25 950 €|09-2021",2020,33 800,25 950 €,09-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Business , Navigointi *** Korkotarjous 2.9% + kulut, ensimmäinen erä 3kk päästä|2020|14 000|25 980 €(incl. VAT)|07-2021",2020,14 000,25 980 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition *** Korkotarjous 2.9% + kulut, ensimmäinen erä 3kk päästä|2020|15 000|26 870 €|07-2021",2020,15 000,26 870 €,07-2021
Toyota Corolla (1.8)|2020|17 000|24 900 €(incl. VAT)|07-2021,2020,17 000,24 900 €(incl. VAT),07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid GR Sport - ACC / P.kamera / LED / Ratin lämmitys|2020|11 000|30 770 €|11-2021",2020,11 000,30 770 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid  Autom., Active Plus Edition, Navi, S.toiminen takaluukku,  Peruutuskamera|2020|26 000|26 780 €|08-2021",2020,26 000,26 780 €,08-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition Multidrive S / Peruutuskamera / Lohkolämmitin / Adapt. Vakkari / Sis. ALV /|2020|10 000|26 900 €(incl. VAT)|07-2021",2020,10 000,26 900 €(incl. VAT),07-2021
Toyota Corolla (1.8)|2020|10 300|28 900 €|07-2021,2020,10 300,28 900 €,07-2021
Toyota Corolla (1.8) tehdastakuu voimassa 11/2022|2020|27 000|24 800 €|06-2021,2020,27 000,24 800 €,06-2021
Toyota Corolla (1.8) Touring Sports 1.8 Hybrid Active Business ** P. Kamera / Navi / ACC / Koukku yms! **|2020|34 000|25 800 €|07-2021,2020,34 000,25 800 €,07-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active *Plus-paketti/lämpöpaketti*|2020|22 000|25 800 €|07-2021",2020,22 000,25 800 €,07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport Business - ""Hullut avajaistarjoukset!""|2020|19 000|34 750 €|07-2021",2020,19 000,34 750 €,07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid TREK - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suomeen** - *|2020|6 000|34 990 €|07-2021",2020,6 000,34 990 €,07-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition|2020|9 000|25 900 €|08-2021",2020,9 000,25 900 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|13 000|28 500 €|07-2021",2020,13 000,28 500 €,07-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Style|2020|18 000|28 750 €|07-2021",2020,18 000,28 750 €,07-2021
Toyota Corolla (1.8)|2020|4 000|31 790 €(incl. VAT)|10-2021,2020,4 000,31 790 €(incl. VAT),10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|7 000|27 800 €|08-2021",2020,7 000,27 800 €,08-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition Multidrive S|2020|1 000|26 700 €(incl. VAT)|09-2021",2020,1 000,26 700 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active|2020|25 000|27 500 €|08-2021",2020,25 000,27 500 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|23 000|28 980 €|07-2021",2020,23 000,28 980 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business, Navigointi *** Korkotarjous 2.9% + kulut, ensimmäinen erä 3kk päästä|2020|15 000|27 880 €|07-2021",2020,15 000,27 880 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / Navi|2020|15 000|27 880 €|08-2021",2020,15 000,27 880 €,08-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active|2020|32 000|26 900 €|08-2021",2020,32 000,26 900 €,08-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition Multidrive S|2020|25 000|24 690 €(incl. VAT)|09-2021",2020,25 000,24 690 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI /|2020|15 000|27 950 €|09-2021",2020,15 000,27 950 €,09-2021
Toyota Corolla (2)|2020|29 000|33 800 €|10-2021,2020,29 000,33 800 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI /|2020|13 000|27 990 €|08-2021",2020,13 000,27 990 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / Navi *** Korkotarjous 2.9% + kulut, ensimmäinen erä 3kk päästä|2020|6 000|27 880 €|07-2021",2020,6 000,27 880 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / 1-Omistaja / Suomiauto / Plus-paketti|2020|38 560|27 900 €|10-2021",2020,38 560,27 900 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active ** 1-om Suomi-auto / P-Kamera / ACC / LED / Navi **|2020|54 767|25 400 €|08-2021",2020,54 767,25 400 €,08-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Business|2020|21 000|30 980 €|07-2021",2020,21 000,30 980 €,07-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition /Bi-LED/navi/älyavain/tehdastakuu/moott.+sisätilanlämmitin/per.kamera|2020|13 000|24 990 €|07-2021",2020,13 000,24 990 €,07-2021
"Toyota Corolla (2) Hatchback 2,0 Hybrid Style ** 1 om. Suomi-auto / Merkkihuollettu / Sporttipenkit / Keyless / ACC / Navi / Sporttipenkit|2020|30 000|28 900 €|07-2021",2020,30 000,28 900 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active|2020|17 000|27 800 €(incl. VAT)|08-2021",2020,17 000,27 800 €(incl. VAT),08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Style|2020|9 000|31 900 €|08-2021",2020,9 000,31 900 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid ActiveEdt|2020|26 000|27 900 €|08-2021",2020,26 000,27 900 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition alvillinen Suomi-auto|2020|4 000|26 490 €|07-2021",2020,4 000,26 490 €,07-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Style /1.Omistaja /Mustat puolinahat /Plus-paketti|2020|15 000|29 990 €|07-2021",2020,15 000,29 990 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI /|2020|20 000|27 990 €|08-2021",2020,20 000,27 990 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|14 000|27 780 €|08-2021",2020,14 000,27 780 €,08-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Edition|2020|15 000|26 890 €|07-2021",2020,15 000,26 890 €,07-2021
Toyota Corolla (1.8)|2020|42 050|25 400 €|07-2021,2020,42 050,25 400 €,07-2021
Toyota Corolla (1.8)|2020|17 000|26 900 €|07-2021,2020,17 000,26 900 €,07-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Style /1.Omistaja /Mustat puolinahat /Plus-paketti|2020|15 000|28 990 €|10-2021",2020,15 000,28 990 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Style - Koukku, Lämmitin, Led-valot, Sporttipenkit / Merkkihuollettu Suomiauto!|2020|42 300|27 890 €|07-2021",2020,42 300,27 890 €,07-2021
Toyota Corolla (1.2)|2020|18 000|23 890 €|08-2021,2020,18 000,23 890 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|19 600|25 900 €|07-2021",2020,19 600,25 900 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Style + Ad.Cruise, Bi-Led, Navi, Kamera, Tutkat, Kaistav., Lohko ja sisäp.|2020|23 000|29 800 €|07-2021",2020,23 000,29 800 €,07-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Style - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suomeen** -|2020|18 319|30 990 €|07-2021",2020,18 319,30 990 €,07-2021
Toyota Corolla (1.8)|2020|18 311|29 500 €|08-2021,2020,18 311,29 500 €,08-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Edition #1.Omistaja #Bi-Led ajovalot #Navigointi|2020|16 000|26 990 €|10-2021",2020,16 000,26 990 €,10-2021
"Toyota Corolla (1.8) Toyota COROLLA Touring Sports 1,8 Hybrid Active (MY20)|2020|27 000|26 990 €|07-2021",2020,27 000,26 990 €,07-2021
Toyota Corolla (1.2)|2020|9 274|23 400 €(incl. VAT)|07-2021,2020,9 274,23 400 €(incl. VAT),07-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Style *Peruutuskamera, navigointi*|2020|24 000|29 990 €|08-2021",2020,24 000,29 990 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Team D / Webasto / Adapt vakkari / Aktiv kaistavahti / Peruutuskamera /|2020|2 000|26 490 €|08-2021",2020,2 000,26 490 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition / Huippusiisti / Premium väri / DEFA - #mukautuva vakionopeussäädin #LED-ajovalot|2020|18 000|25 990 €|11-2021",2020,18 000,25 990 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI /|2020|15 000|27 850 €|08-2021",2020,15 000,27 850 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI /|2020|15 000|27 950 €|08-2021",2020,15 000,27 950 €,08-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition - *Toyota Approved - 12 kk maksuton vaihtoautoturva ilman kilometrirajoitusta*|2020|81 300|25 900 €(incl. VAT)|08-2021",2020,81 300,25 900 €(incl. VAT),08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|15 000|27 890 €|09-2021",2020,15 000,27 890 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / NAVI /|2020|15 000|27 990 €|08-2021",2020,15 000,27 990 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business|2020|12 000|27 980 €|08-2021",2020,12 000,27 980 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid TREK Korkeampi maavara. Huippuvarusteet.|2020|35 000|30 750 €|10-2021",2020,35 000,30 750 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business , Navigointi ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|14 000|27 490 €|09-2021",2020,14 000,27 490 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / Navigointi|2020|13 000|27 680 €|08-2021",2020,13 000,27 680 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business , Navigointi|2020|10 000|27 680 €|08-2021",2020,10 000,27 680 €,08-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition / Pluspaketti / Lisäkaukovalo / Vetokoukku|2020|42 000|27 990 €|10-2021",2020,42 000,27 990 €,10-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition*bi-led-valot*Navi*Tehdastakuu*Vetokoukku|2020|21 000|22 990 €|08-2021",2020,21 000,22 990 €,08-2021
Toyota Corolla (1.8) .KORKOTARJOUS 0.99%!!|2020|10 000|24 900 €|09-2021,2020,10 000,24 900 €,09-2021
Toyota Corolla (2)|2020|14 444|29 900 €|08-2021,2020,14 444,29 900 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition - ** Kamera / Navigointi / BI-LED / Adapt.cruise / Sähköluukku! **|2020|17 000|26 800 €(incl. VAT)|08-2021",2020,17 000,26 800 €(incl. VAT),08-2021
"Toyota Corolla (2) Hatchback 2,0 Hybrid Active *** Korkotarjous 1% + kulut, ensimmäinen erä 3kk päästä|2020|13 000|27 790 €|08-2021",2020,13 000,27 790 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business Navigointi|2020|15 000|27 480 €|08-2021",2020,15 000,27 480 €,08-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active|2020|7 000|26 400 €(incl. VAT)|09-2021",2020,7 000,26 400 €(incl. VAT),09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition ** Suomi-auto / Tehdastakuu **|2020|31 000|29 490 €|10-2021",2020,31 000,29 490 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition ** Suomi-auto **|2020|10 000|27 590 €|09-2021",2020,10 000,27 590 €,09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Plus Business - Navigointi, Peruutuskameraa, 1-omistaja|2020|32 000|27 800 €|08-2021",2020,32 000,27 800 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Style -LED-KAMERA-KOTIINTOIMITUS!-|2020|7 000|27 900 €(incl. VAT)|08-2021",2020,7 000,27 900 €(incl. VAT),08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition - Tehdastakuu, PlusPaketti, Kuin uusi!|2020|18 000|26 690 €|08-2021",2020,18 000,26 690 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active * Plus- paketti * Uutta vastaava *|2020|15 000|27 850 €(incl. VAT)|11-2021",2020,15 000,27 850 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business, Navigointi|2020|15 000|27 680 €|08-2021",2020,15 000,27 680 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition|2020|10 000|26 790 €|08-2021",2020,10 000,26 790 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition ** Suomi-auto **|2020|10 000|25 900 €|08-2021",2020,10 000,25 900 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid ActiveEdt|2020|17 500|26 500 €|08-2021",2020,17 500,26 500 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition ** Suomi-auto / Tehdastakuu / Met.väri / 2 x renkaat **|2020|9 000|25 900 €|08-2021",2020,9 000,25 900 €,08-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Style /1.Omistaja /Mustat puolinahat /Plus-paketti|2020|15 000|29 990 €|08-2021",2020,15 000,29 990 €,08-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Style *Huippusiisti*|2020|18 000|29 950 €|08-2021",2020,18 000,29 950 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition|2020|10 000|26 880 €|08-2021",2020,10 000,26 880 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Style|2020|27 000|29 790 €|08-2021",2020,27 000,29 790 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business|2020|18 853|28 880 €|10-2021",2020,18 853,28 880 €,10-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport Business - Tehdastakuu, Huippuhieno GR Sport huippuvarusteilla!|2020|20 447|35 690 €|08-2021",2020,20 447,35 690 €,08-2021
"Toyota Corolla (1.8) Touring Sport 1,8 Hybrid Style Edition NAVI (MY20) *LYÖMÄTTÖMÄT X-EDUT! Korko alk. 0,99%!* ISOJEN SAAPPAIDEN TÄYTTÄJÄ!*|2020|65 000|25 890 €(incl. VAT)|08-2021",2020,65 000,25 890 €(incl. VAT),08-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suo|2020|14 500|29 890 €|08-2021",2020,14 500,29 890 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition, Navigointi ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|15 000|27 390 €|11-2021",2020,15 000,27 390 €,11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport / JBL / Aktiivialusta / Sähköinen takaluukku / Tuulilasinäyttö ym.|2020|17 000|34 990 €|10-2021",2020,17 000,34 990 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|6 000|28 490 €|08-2021",2020,6 000,28 490 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition|2020|1 600|27 880 €|08-2021",2020,1 600,27 880 €,08-2021
Toyota Corolla (1.8)|2020|9 954|32 900 €|08-2021,2020,9 954,32 900 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / Navi / Bi- LED-ajovalot ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjält|2020|20 000|26 890 €|09-2021",2020,20 000,26 890 €,09-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition|2020|10 000|26 880 €|08-2021",2020,10 000,26 880 €,08-2021
